iter	RMSE
591	0.8871454933
592	0.885701247
593	0.8854990116
594	0.8852418209
595	0.8826279101
596	0.8805580333
597	0.8791259663
598	0.877369949
599	0.8759055521
600	0.8736450179
601	0.8729774115
602	0.8716597912
603	0.8700735586
604	0.8686335032
605	0.8684389621
606	0.8662588979
607	0.8657540168
608	0.865151217
609	0.8649835522
610	0.862896075
611	0.8603196484
612	0.8590314743
613	0.857305404
614	0.857144766
615	0.8555877373
616	0.8550908305
617	0.8535014169
618	0.8510235498
619	0.8491833394
620	0.8473227117
621	0.8452567639
622	0.8435364568
623	0.8413976936
624	0.8401185787
625	0.8396145716
626	0.8389227722
627	0.8372892858
628	0.8354194836
629	0.8337001818
630	0.8331461858
631	0.8303762034
632	0.828184958
633	0.8269294699
634	0.8248602905
635	0.8234990131
636	0.8220898572
637	0.8201673668
638	0.8187221687
639	0.8176359121
640	0.8159249495
641	0.8148940006
642	0.8125646053
643	0.8124122847
644	0.8109876983
645	0.8087886881
646	0.8064487145
647	0.8061273594
648	0.8055278275
649	0.8044133106
650	0.8026024732
651	0.8009134127
652	0.8004335212
653	0.7988472162
654	0.7972960066
655	0.7962093654
656	0.7955600647
657	0.794094078
658	0.7931589565
659	0.7907905062
660	0.7881867481
661	0.7861338535
662	0.7846689263
663	0.7828485058
664	0.7813649256
665	0.7804343767
666	0.7783758629
667	0.7768349049
668	0.7757574278
669	0.7738483986
670	0.7734239598
671	0.7715415229
672	0.7706475857
673	0.7693179542
674	0.7673395801
675	0.7652307475
676	0.7632437949
677	0.7622301037
678	0.7602045595
679	0.7582787536
680	0.7562721169
681	0.7547483049
682	0.7528652098
683	0.7508055448
684	0.7490301606
685	0.747586419
686	0.7470700819
687	0.7461044634
688	0.7444329363
689	0.7439136165
690	0.7425775284
691	0.7407294703
692	0.7395014628
693	0.7393478149
694	0.738283229
695	0.7362974157
696	0.7354730765
697	0.7332812481
698	0.7327717639
699	0.7313600789
700	0.7297164539
701	0.7283087421
702	0.7273966193
703	0.7266802824
704	0.7247738459
705	0.7234372119
706	0.721611101
707	0.7211851414
708	0.7198906612
709	0.7191055968
710	0.7176947933
711	0.7175821645
712	0.7161289595
713	0.7148211882
714	0.7134558233
715	0.7129159735
716	0.7122012066
717	0.7108644009
718	0.7099859446
719	0.7089838495
720	0.7082013301
721	0.7076908774
722	0.7063813414
723	0.7050947341
724	0.7041720499
725	0.7032874076
726	0.7026026771
727	0.7009924516
728	0.6998100287
729	0.6992311848
730	0.6977741495
731	0.6960243797
732	0.6947696844
733	0.6929226049
734	0.6911509515
735	0.69004099
736	0.6896835907
737	0.6890240809
738	0.6886521745
739	0.6876100755
740	0.6860380439
741	0.6846505461
742	0.6845188426
743	0.6834141639
744	0.6812247445
745	0.6804264246
746	0.6797852461
747	0.6788272652
748	0.6784964462
749	0.6771987162
750	0.6757867832
751	0.6743531695
752	0.6728974155
753	0.6722827678
754	0.6717310481
755	0.6708757121
756	0.6696835272
757	0.6679506058
758	0.666470191
759	0.6654535847
760	0.6644554226
761	0.6631449279
762	0.6621887822
763	0.660664159
764	0.6598970458
765	0.6586091617
766	0.6571413372
767	0.6564552285
768	0.6556442274
769	0.6540894036
770	0.653756899
771	0.652456061
772	0.6515055408
773	0.6511423989
774	0.6499690477
775	0.6487991492
776	0.6472445499
777	0.646832593
778	0.6455530275
779	0.6437910339
780	0.6420771047
781	0.6411757217
782	0.6401511837
783	0.6386807514
784	0.6377767446
785	0.6376740067
786	0.6360343567
787	0.6351358817
788	0.6344625137
789	0.6334927955
790	0.6331494125
791	0.6330299215
792	0.6312524494
793	0.6304154423
794	0.6295615359
795	0.6289473002
796	0.628057272
797	0.6268378643
798	0.6265345958
799	0.6259994408
800	0.6249264966
801	0.6241800493
802	0.6225794326
803	0.6217488163
804	0.6205856427
805	0.6197057864
806	0.6181507302
807	0.6172733197
808	0.6170260254
809	0.6160152947
810	0.6152116493
811	0.6141718726
812	0.6132718638
813	0.6114567073
814	0.609763022
815	0.607818528
816	0.6077311358
817	0.606157622
818	0.6050975509
819	0.6046640386
820	0.6044401831
821	0.602588355
822	0.6025019011
823	0.6017392636
824	0.6014095562
825	0.6001834037
826	0.5992039618
827	0.5983667143
828	0.5974719018
829	0.5962060286
830	0.5954293111
831	0.5941748269
832	0.592388692
833	0.5913255525
834	0.5905803701
835	0.5899240538
836	0.5892010684
837	0.5885503403
838	0.5874192572
839	0.5873158528
840	0.585832672
841	0.5855675914
842	0.5845713738
843	0.5838262095
844	0.583113065
845	0.5823030693
846	0.5815502105
847	0.5805139134
848	0.5794127569
849	0.5788714728
850	0.5783106906
851	0.5776227215
852	0.5766185779
853	0.5753555244
854	0.5745003296
855	0.5743184201
856	0.5732336957
857	0.5725740372
858	0.5719853585
859	0.5711130535
860	0.5710341286
861	0.5707749857
862	0.5706679179
863	0.5702025773
864	0.5694925206
865	0.5687688523
866	0.5682495449
867	0.567425393
868	0.5668149742
869	0.566193527
870	0.5651942227
871	0.5641508011
872	0.5631879961
873	0.5622730325
874	0.5621987905
875	0.5618481252
876	0.5614447641
877	0.5605229019
878	0.5592371639
879	0.5584141322
880	0.5582881837
881	0.5572513579
882	0.5563256387
883	0.555709878
884	0.5555135958
885	0.554662116
886	0.5534510135
887	0.5528373045
888	0.551577181
889	0.5510759352
890	0.5504962892
891	0.5498788689
892	0.5487235065
893	0.5486254339
894	0.5474193643
895	0.5463720484
896	0.5454411553
897	0.5440465516
898	0.5428565894
899	0.5417519505
900	0.5413279766
901	0.5407209749
902	0.5390926934
903	0.5376705764
904	0.5373966901
905	0.5355471675
906	0.5348876557
907	0.5346390749
908	0.5341372288
909	0.5333877449
910	0.5331602071
911	0.5320988835
912	0.5309844209
913	0.530237331
914	0.5289564841
915	0.5283623057
916	0.5275423038
917	0.526866332
918	0.525551606
919	0.524678549
920	0.5242939661
921	0.5235512406
922	0.5234192099
923	0.522902714
924	0.521573129
925	0.520437266
926	0.519297059
927	0.5192252241
928	0.5186222219
929	0.5170913693
930	0.5164424745
931	0.516140902
932	0.5154967183
933	0.5148599597
934	0.5145139239
935	0.5135140662
936	0.5128994203
937	0.5124656587
938	0.5114507416
939	0.51064999
940	0.5102437878
941	0.5090843385
942	0.508823544
943	0.5076600992
944	0.506593236
945	0.5061625698
946	0.5054959603
947	0.5054315182
948	0.5044330349
949	0.5030462837
950	0.5020051897
951	0.5015069645
952	0.5009866873
953	0.5009276396
954	0.5005624895
955	0.4991321148
956	0.498226852
957	0.4966465777
958	0.4959973453
959	0.4947299124
960	0.4940658773
961	0.4931332661
962	0.4922784263
963	0.4920784477
964	0.4905437865
965	0.4904865121
966	0.489653172
967	0.4887837224
968	0.4881241639
969	0.4875714755
970	0.4864770781
971	0.4858769855
972	0.484986118
973	0.4846923869
974	0.4837825137
975	0.4836187601
976	0.4833117483
977	0.4826396991
978	0.4824821476
979	0.4812377354
980	0.4802348906
981	0.4798983386
982	0.4787270605
983	0.4776272056
984	0.4767149663
985	0.4761957248
986	0.475631133
987	0.4747046077
988	0.4735871847
989	0.473216272
990	0.4728793271
991	0.4718150016
992	0.4706408172
993	0.4694138769
994	0.4688372503
995	0.4684538129
996	0.4678369972
997	0.4667850722
998	0.4659851448
999	0.4646172643
